entry_time,side,entry,stop0,target,exit,outcome,bars_held,be_armed,ambiguous,stop_frac,cost_R,gross_R,unit_net_R,net_R,instrument
2021-09-29 00:00:00-04:00,-1.0,111.485,111.61406712790937,111.0977986162719,111.61406712790937,stop,2,False,False,0.0011577084622089592,0.0875965880997725,-1.0,-1.0875965880997724,-1.0875965880997724,USD/JPY
2021-09-29 04:00:00-04:00,-1.0,1.16588,1.1668736707451663,1.162898987764501,1.162898987764501,target,1,False,False,0.0008522924702081857,0.1123637494194914,3.0,2.8876362505805084,2.8876362505805084,EUR/USD
2021-09-29 08:00:00-04:00,-1.0,14857.239,14913.036764206463,14689.84570738061,14689.84570738061,target,7,False,False,0.0037555944416363903,0.04525763744861472,3.0,2.9547423625513853,2.9547423625513853,NAS100
2021-09-29 08:00:00-04:00,-1.0,1.16456,1.16587,1.1606300000000003,1.1606300000000003,target,1,False,False,0.0011248883698563598,0.08518277372807194,3.0,2.914817226271928,2.914817226271928,EUR/USD
2021-09-29 12:00:00-04:00,-1.0,1.16013,1.16155,1.1558700000000002,1.16155,stop,17,False,False,0.0012240007585356612,0.07831517502462881,-1.0,-1.078315175024629,-1.078315175024629,EUR/USD
2021-09-29 12:00:00-04:00,1.0,111.945,111.79498169119366,112.39505492641901,111.79498169119366,stop,2,False,False,0.0013401072741644384,0.07887756846710932,-1.0,-1.0788775684671092,-1.0788775684671092,USD/JPY
2021-10-01 12:00:00-04:00,-1.0,111.022,111.15845904833536,110.61262285499394,111.15845904833536,stop,4,False,False,0.0012291171870021601,0.0789338847295704,-1.0,-1.0789338847295704,-1.0789338847295704,USD/JPY
2021-10-04 12:00:00-04:00,-1.0,14409.559,14483.496359459234,14187.746921622296,14483.496359459234,stop,1,False,False,0.005131132705673669,0.03297102657057474,-1.0,-1.0329710265705747,-1.0329710265705747,NAS100
2021-10-06 00:00:00-04:00,1.0,111.757,111.626,112.15,111.626,stop,1,False,False,0.0011721860823035713,0.08263505977752604,-1.0,-1.082635059777526,-1.082635059777526,USD/JPY
2021-10-06 04:00:00-04:00,-1.0,1.1552,1.156147920616012,1.1523562381519643,1.156147920616012,stop,5,False,False,0.0008205684002873088,0.11694631415253491,-1.0,-1.1169463141525349,-1.1169463141525349,EUR/USD
2021-10-07 08:00:00-04:00,1.0,14966.317,14870.099,15254.970999999996,14870.099,stop,4,False,False,0.006428969799316622,0.026573513414305035,-1.0,-1.026573513414305,-1.026573513414305,NAS100
2021-10-08 00:00:00-04:00,1.0,111.925,111.83406132200086,112.1978160339974,111.83406132200086,stop,1,False,False,0.0008124965646560973,0.11915040175432647,-1.0,-1.1191504017543266,-1.1191504017543266,USD/JPY
2021-10-08 12:00:00-04:00,-1.0,1758.408,1763.9334481826472,1741.831655452058,1763.9334481826472,stop,11,False,False,0.0031423015492691823,0.07905710268193075,-1.0,-1.0790571026819307,-1.0790571026819307,XAU/USD
2021-10-08 12:00:00-04:00,1.0,112.196,112.05426233985082,112.62121298044752,112.62121298044752,target,3,False,False,0.0012633040406892877,0.07657508196955294,3.0,2.923424918030447,2.923424918030447,USD/JPY
2021-10-10 20:00:00-04:00,1.0,112.3,112.174,112.67799999999997,112.67799999999997,target,1,False,False,0.001121994657168215,0.09406201325111156,3.0,2.9059379867488886,2.9059379867488886,USD/JPY
2021-10-11 00:00:00-04:00,1.0,112.726,112.60123116866788,113.10030649399636,113.10030649399636,target,2,False,False,0.0011068327744452845,0.09527993031358796,3.0,2.904720069686412,2.904720069686412,USD/JPY
2021-10-11 08:00:00-04:00,1.0,113.189,112.885,114.10099999999996,114.10099999999996,target,22,False,False,0.0026857733525341497,0.035939574221319465,3.0,2.9640604257786807,2.9640604257786807,USD/JPY
2021-10-12 12:00:00-04:00,-1.0,1.15282,1.15418,1.1487399999999999,1.15418,stop,2,False,False,0.0011797158272757481,0.08138653982015973,-1.0,-1.0813865398201596,-1.0813865398201596,EUR/USD
2021-10-13 12:00:00-04:00,1.0,1793.678,1787.6602618432319,1811.7312144703048,1787.6602618432319,stop,2,False,False,0.003354971269518969,0.07152721254449708,-1.0,-1.071527212544497,-1.071527212544497,XAU/USD
2021-10-14 04:00:00-04:00,1.0,1.1616,1.16066,1.1644199999999998,1.16066,stop,1,False,False,0.0008092286501376902,0.12908501279622264,-1.0,-1.1290850127962226,-1.1290850127962226,EUR/USD
2021-10-14 04:00:00-04:00,1.0,1795.948,1791.9040260462114,1808.0799218613663,1791.9040260462114,stop,5,False,False,0.0022517210708710585,0.10130621094546857,-1.0,-1.1013062109454685,-1.1013062109454685,XAU/USD
2021-10-14 08:00:00-04:00,1.0,1.16062,1.1596144887151185,1.1636365338546444,1.1596144887151185,stop,1,False,False,0.0008663570202835263,0.11067859189040476,-1.0,-1.1106785918904047,-1.1106785918904047,EUR/USD
2021-10-14 08:00:00-04:00,1.0,14930.249,14895.18145533285,15035.45163400145,15035.45163400145,target,1,False,False,0.002348758193326199,0.07251119745765142,3.0,2.9274888025423484,2.9274888025423484,NAS100
2021-10-14 12:00:00-04:00,1.0,15048.419,15008.894628612077,15166.992114163768,15166.992114163768,target,8,False,False,0.0026264799902184183,0.06303266459965746,3.0,2.9369673354003427,2.9369673354003427,NAS100
2021-10-15 00:00:00-04:00,1.0,113.966,113.85309344226366,114.30471967320901,114.30471967320901,target,1,False,False,0.000990703874281257,0.10603980865100326,3.0,2.893960191348997,2.893960191348997,USD/JPY
2021-10-15 08:00:00-04:00,1.0,114.449,114.264,115.004,114.264,stop,1,False,False,0.0016164405106204708,0.05956258009017166,-1.0,-1.0595625800901716,-1.0595625800901716,USD/JPY
2021-10-15 12:00:00-04:00,1.0,114.309,114.14778109986285,114.79265670041143,114.14778109986285,stop,2,False,False,0.0014103780116801244,0.0744458928605607,-1.0,-1.0744458928605607,-1.0744458928605607,USD/JPY
2021-10-18 00:00:00-04:00,1.0,114.326,114.17978051303957,114.76465846088125,114.17978051303957,stop,2,False,False,0.0012789696740935482,0.08207895965267706,-1.0,-1.082078959652677,-1.082078959652677,USD/JPY
2021-10-18 12:00:00-04:00,1.0,15232.909,15193.319078989696,15351.67876303091,15351.67876303091,target,4,False,False,0.0025989731186803152,0.06324453050451,3.0,2.93675546949549,2.93675546949549,NAS100
2021-10-19 04:00:00-04:00,1.0,1.16601,1.16494,1.1692199999999997,1.16494,stop,1,False,False,0.0009176593682729174,0.10430555280536664,-1.0,-1.1043055528053667,-1.1043055528053667,EUR/USD
2021-10-19 08:00:00-04:00,-1.0,1.16457,1.16571,1.1611500000000003,1.16571,stop,7,False,False,0.000978902084030946,0.09781927741243346,-1.0,-1.0978192774124333,-1.0978192774124333,EUR/USD
2021-10-19 08:00:00-04:00,1.0,15389.139,15325.019,15581.498999999996,15325.019,stop,10,False,False,0.0041665748811547535,0.040422143063384354,-1.0,-1.0404221430633844,-1.0404221430633844,NAS100
2021-10-19 20:00:00-04:00,1.0,114.622,114.516,114.93999999999998,114.516,stop,1,False,False,0.0009247788382683477,0.11345350635631625,-1.0,-1.1134535063563162,-1.1134535063563162,USD/JPY
2021-10-20 00:00:00-04:00,-1.0,114.43,114.562,114.03400000000003,114.03400000000003,target,6,False,False,0.0011535436511403547,0.08339793796757325,3.0,2.916602062032427,2.916602062032427,USD/JPY
2021-10-21 12:00:00-04:00,-1.0,113.677,113.8473895096863,113.16583147094114,113.8473895096863,stop,1,False,False,0.0014988916815740032,0.06430193012876766,-1.0,-1.0643019301287677,-1.0643019301287677,USD/JPY
2021-10-22 04:00:00-04:00,1.0,1793.028,1789.5165636359225,1803.5623090922327,1789.5165636359225,stop,1,False,True,0.00195838345194696,0.12117928938320076,-1.0,-1.1211792893832007,-1.1211792893832007,XAU/USD
2021-10-22 12:00:00-04:00,-1.0,113.463,113.639,112.93499999999999,113.639,stop,2,False,False,0.0015511664595507077,0.06784419129639796,-1.0,-1.0678441912963978,-1.0678441912963978,USD/JPY
2021-10-22 12:00:00-04:00,-1.0,1791.444,1798.474,1770.354,1798.474,stop,3,False,False,0.003924208627230309,0.06304572361958485,-1.0,-1.063045723619585,-1.063045723619585,XAU/USD
2021-10-24 20:00:00-04:00,-1.0,113.642,113.827,113.08699999999999,113.827,stop,3,False,False,0.001627919255204962,0.06461910955294747,-1.0,-1.0646191095529476,-1.0646191095529476,USD/JPY
2021-10-25 08:00:00-04:00,-1.0,1.15947,1.16091,1.1551499999999997,1.16091,stop,1,False,False,0.001241946751533121,0.07716721164542606,-1.0,-1.077167211645426,-1.077167211645426,EUR/USD
2021-10-25 12:00:00-04:00,1.0,1.16112,1.1599073956346622,1.1647578130960132,1.1599073956346622,stop,2,False,False,0.001044340262279322,0.09176714233874325,-1.0,-1.0917671423387432,-1.0917671423387432,EUR/USD
2021-10-26 12:00:00-04:00,-1.0,15547.629,15612.169,15354.009000000004,15612.169,stop,5,False,False,0.0041511152600823605,0.039158320027107424,-1.0,-1.0391583200271075,-1.0391583200271075,NAS100
2021-10-26 12:00:00-04:00,-1.0,1.1587,1.1598066651875663,1.1553800044373015,1.1598066651875663,stop,1,False,False,0.0009550920752275752,0.1003742390012717,-1.0,-1.1003742390012716,-1.1003742390012716,EUR/USD
2021-10-28 12:00:00-04:00,1.0,15742.849,15701.923210984212,15865.626367047364,15701.923210984212,stop,1,False,False,0.002599643115155828,0.06263071396141899,-1.0,-1.062630713961419,-1.062630713961419,NAS100
2021-10-28 12:00:00-04:00,-1.0,113.455,113.59688120635775,113.02935638092674,113.59688120635775,stop,1,False,False,0.0012505504945374989,0.08415689453917226,-1.0,-1.0841568945391722,-1.0841568945391722,USD/JPY
2021-10-28 12:00:00-04:00,1.0,1.16875,1.1670231413604466,1.17393057591866,1.1670231413604466,stop,3,False,False,0.0014775261087087508,0.06475450240008644,-1.0,-1.0647545024000864,-1.0647545024000864,EUR/USD
2021-10-29 12:00:00-04:00,-1.0,1777.964,1783.7223359553848,1760.6889921338454,1783.7223359553848,stop,3,False,False,0.003238724718489709,0.07288881111493166,-1.0,-1.0728888111149317,-1.0728888111149317,XAU/USD
2021-10-29 12:00:00-04:00,-1.0,1.15384,1.1555738568261813,1.148638429521456,1.1555738568261813,stop,1,False,False,0.001502683930338109,0.06385688936728018,-1.0,-1.0638568893672802,-1.0638568893672802,EUR/USD
2021-10-31 20:00:00-04:00,1.0,114.155,114.02112899849112,114.55661300452664,114.02112899849112,stop,4,False,False,0.0011727125531853998,0.0895746325764665,-1.0,-1.0895746325764666,-1.0895746325764666,USD/JPY
2021-11-01 04:00:00-04:00,-1.0,1.15656,1.1578125085117033,1.1528024744648904,1.1578125085117033,stop,1,False,False,0.0010829602542913647,0.088580261896453,-1.0,-1.088580261896453,-1.088580261896453,EUR/USD
2021-11-01 08:00:00-04:00,-1.0,1.1572,1.1583854007601717,1.1536437977194849,1.1583854007601717,stop,1,False,False,0.0010243698238607902,0.09361910389779092,-1.0,-1.093619103897791,-1.093619103897791,EUR/USD
2021-11-02 12:00:00-04:00,1.0,15964.729,15923.759,16087.638999999997,16087.638999999997,target,6,False,False,0.002566282208736481,0.06311377567072372,3.0,2.9368862243292764,2.9368862243292764,NAS100
2021-11-03 12:00:00-04:00,-1.0,1761.918,1766.4001231372938,1748.4716305881182,1766.4001231372938,stop,1,False,False,0.0025438886130307492,0.10028642747344244,-1.0,-1.1002864274734425,-1.1002864274734425,XAU/USD
2021-11-04 08:00:00-04:00,1.0,16255.549,16166.819,16521.739000000005,16166.819,stop,22,False,False,0.005458443759727917,0.030026483054077138,-1.0,-1.030026483054077,-1.030026483054077,NAS100
2021-11-05 12:00:00-04:00,-1.0,113.371,113.52350719670599,112.913478409882,113.52350719670599,stop,2,False,False,0.0013452046529182702,0.07826334298506153,-1.0,-1.0782633429850614,-1.0782633429850614,USD/JPY
2021-11-05 12:00:00-04:00,1.0,1.15634,1.15492,1.1605999999999999,1.1605999999999999,target,10,False,False,0.001228012522268517,0.07813117247289995,3.0,2.9218688275271,2.9218688275271,EUR/USD
2021-11-05 12:00:00-04:00,1.0,1813.974,1807.718,1832.7419999999995,1832.7419999999995,target,18,False,False,0.003448781515060226,0.0685589554624049,3.0,2.931441044537595,2.931441044537595,XAU/USD
2021-11-08 11:00:00-05:00,-1.0,113.151,113.27875772360885,112.76772682917344,113.27875772360885,stop,1,False,False,0.001129090539269223,0.09328946797094406,-1.0,-1.0932894679709442,-1.0932894679709442,USD/JPY
2021-11-08 19:00:00-05:00,-1.0,113.211,113.31177530728806,112.90867407813582,112.90867407813582,target,1,False,False,0.000890154731325228,0.11832869910322757,3.0,2.8816713008967723,2.8816713008967723,USD/JPY
2021-11-08 23:00:00-05:00,-1.0,112.822,112.93740932297622,112.47577203107134,112.93740932297622,stop,1,False,False,0.0010229327877206542,0.10308609882642156,-1.0,-1.1030860988264215,-1.1030860988264215,USD/JPY
2021-11-09 07:00:00-05:00,-1.0,112.874,113.112,112.16,113.112,stop,4,False,False,0.0021085458121445112,0.04999387239548358,-1.0,-1.0499938723954836,-1.0499938723954836,USD/JPY
2021-11-10 07:00:00-05:00,-1.0,16108.709,16166.707,15934.715000000002,16166.707,stop,1,False,True,0.0036004126711829975,0.07766530190864779,-1.0,-1.0776653019086477,-1.0776653019086477,NAS100
2021-11-10 11:00:00-05:00,1.0,1854.804,1848.383001559717,1874.0669953208492,1848.383001559717,stop,1,False,False,0.0034618204620450615,0.0718805751882577,-1.0,-1.0718805751882576,-1.0718805751882576,XAU/USD
2021-11-10 15:00:00-05:00,-1.0,1.14775,1.1495308694683686,1.1424073915948945,1.1424073915948945,target,17,False,False,0.0015516179205998944,0.07037614088941042,3.0,2.9296238591105896,2.9296238591105896,EUR/USD
2021-11-10 15:00:00-05:00,1.0,15983.709,15919.376443171479,16176.706670485566,16176.706670485566,target,11,False,False,0.004024882887227349,0.04135784637008967,3.0,2.9586421536299103,2.9586421536299103,NAS100
2021-11-10 23:00:00-05:00,-1.0,113.964,114.09006747958314,113.58579756125057,114.09006747958314,stop,1,False,False,0.0011062044117716298,0.09501279908847299,-1.0,-1.095012799088473,-1.095012799088473,USD/JPY
2021-11-11 23:00:00-05:00,1.0,114.259,114.1658157824061,114.5385526527817,114.1658157824061,stop,1,False,False,0.0008155525393527079,0.11804343415547161,-1.0,-1.1180434341554717,-1.1180434341554717,USD/JPY
2021-11-15 11:00:00-05:00,-1.0,1.13856,1.1421,1.1279400000000004,1.1279400000000004,target,8,False,False,0.003109190556492303,0.030967796278300985,3.0,2.969032203721699,2.969032203721699,EUR/USD
2021-11-15 11:00:00-05:00,-1.0,16132.399,16199.207,15931.974999999997,16199.207,stop,1,False,False,0.004141231567605097,0.0387914426543987,-1.0,-1.0387914426543987,-1.0387914426543987,NAS100
2021-11-16 07:00:00-05:00,1.0,1861.138,1856.3486060466337,1875.5061818600986,1856.3486060466337,stop,1,False,False,0.0025733685268723994,0.09981134936814554,-1.0,-1.0998113493681456,-1.0998113493681456,XAU/USD
2021-11-16 11:00:00-05:00,-1.0,1855.104,1861.338,1836.4020000000003,1861.338,stop,4,False,False,0.003360458497205506,0.07316809944363585,-1.0,-1.073168099443636,-1.073168099443636,XAU/USD
2021-11-16 11:00:00-05:00,1.0,114.621,114.501,114.98099999999997,114.501,stop,5,False,False,0.0010469285732980025,0.09186901324335031,-1.0,-1.0918690132433504,-1.0918690132433504,USD/JPY
2021-11-17 03:00:00-05:00,-1.0,1.13125,1.132799617956177,1.1266011461314693,1.132799617956177,stop,1,False,False,0.001369828027559707,0.07045860554454235,-1.0,-1.0704586055445424,-1.0704586055445424,EUR/USD
2021-11-17 07:00:00-05:00,-1.0,1.13167,1.13321,1.1270499999999997,1.13321,stop,3,False,False,0.0013608207339596322,0.07092256128028286,-1.0,-1.0709225612802828,-1.0709225612802828,EUR/USD
2021-11-17 11:00:00-05:00,1.0,114.133,113.97627197153436,114.6031840853969,113.97627197153436,stop,2,False,False,0.0013732051945154887,0.07013629137487637,-1.0,-1.0701362913748764,-1.0701362913748764,USD/JPY
2021-11-17 11:00:00-05:00,1.0,16392.889,16332.809,16573.129,16332.809,stop,1,False,False,0.003665003770842341,0.043090541074624164,-1.0,-1.043090541074624,-1.043090541074624,NAS100
2021-11-17 15:00:00-05:00,-1.0,16316.889,16355.301385893727,16201.651842318817,16355.301385893727,stop,2,False,False,0.002354148875666638,0.06987525746489924,-1.0,-1.0698752574648993,-1.0698752574648993,NAS100
2021-11-18 07:00:00-05:00,1.0,16398.789,16374.201992811013,16472.550021566964,16374.201992811013,stop,1,False,True,0.0014993184672958246,0.1813374076757509,-1.0,-1.181337407675751,-1.181337407675751,NAS100
2021-11-18 11:00:00-05:00,-1.0,16441.259,16492.799,16286.638999999996,16492.799,stop,1,False,False,0.0031347964289110022,0.050476313900793136,-1.0,-1.050476313900793,-1.050476313900793,NAS100
2021-11-18 15:00:00-05:00,1.0,16483.599,16440.395354244636,16613.209937266085,16613.209937266085,target,4,False,False,0.0026210080550589853,0.06099608613213743,3.0,2.9390039138678627,2.9390039138678627,NAS100
2021-11-19 11:00:00-05:00,1.0,113.978,113.785,114.55699999999999,114.55699999999999,target,6,False,False,0.0016933092351155297,0.06209342084513417,3.0,2.9379065791548657,2.9379065791548657,USD/JPY
2021-11-19 11:00:00-05:00,1.0,16604.809,16563.169,16729.729,16563.169,stop,1,False,False,0.002507707255169235,0.06259039327212032,-1.0,-1.0625903932721203,-1.0625903932721203,NAS100
2021-11-19 11:00:00-05:00,1.0,1.13183,1.1299169088339995,1.137569273498001,1.1299169088339995,stop,1,False,False,0.0016902637021463985,0.057121938780002254,-1.0,-1.0571219387800022,-1.0571219387800022,EUR/USD
2021-11-22 07:00:00-05:00,1.0,16651.079,16624.70690431028,16730.19528706917,16624.70690431028,stop,1,False,False,0.0015838070127301184,0.17399303785406384,-1.0,-1.1739930378540637,-1.1739930378540637,NAS100
2021-11-22 11:00:00-05:00,-1.0,1815.608,1822.077162896858,1796.2005113094258,1796.2005113094258,target,4,False,False,0.003563083494266412,0.06861764177511659,3.0,2.9313823582248832,2.9313823582248832,XAU/USD
2021-11-22 11:00:00-05:00,-1.0,1.12484,1.1265487934920082,1.1197136195239756,1.1265487934920082,stop,4,False,False,0.0015191436044309792,0.06362859890154635,-1.0,-1.0636285989015464,-1.0636285989015464,EUR/USD
2021-11-22 11:00:00-05:00,1.0,16528.499,16466.009,16715.969000000005,16466.009,stop,1,False,False,0.003780742582856532,0.04147994508067883,-1.0,-1.0414799450806789,-1.0414799450806789,NAS100
2021-11-22 23:00:00-05:00,1.0,115.097,114.95994555481913,115.50816333554259,114.95994555481913,stop,1,False,False,0.0011907733927110657,0.09526891976836684,-1.0,-1.095268919768367,-1.095268919768367,USD/JPY
2021-11-23 07:00:00-05:00,-1.0,1791.768,1797.404,1774.8600000000001,1797.404,stop,15,False,False,0.003145496515173821,0.08461772442312525,-1.0,-1.0846177244231252,-1.0846177244231252,XAU/USD
2021-11-23 11:00:00-05:00,-1.0,16174.619,16248.416562435934,15953.2263126922,16248.416562435934,stop,1,False,False,0.004562553370557494,0.03478105162645784,-1.0,-1.034781051626458,-1.034781051626458,NAS100
2021-11-23 15:00:00-05:00,1.0,16307.799,16222.249,16564.449000000004,16222.249,stop,4,False,False,0.005245956244616523,0.030948525802773786,-1.0,-1.0309485258027737,-1.0309485258027737,NAS100
2021-11-24 07:00:00-05:00,-1.0,1.12073,1.1220630193663907,1.1167309419008278,1.1220630193663907,stop,5,False,False,0.0011894206154834277,0.08136421179443969,-1.0,-1.0813642117944398,-1.0813642117944398,EUR/USD
2021-11-24 11:00:00-05:00,1.0,115.447,115.2843210105158,115.93503696845262,115.2843210105158,stop,5,False,False,0.0014091227098513277,0.06812407575259938,-1.0,-1.0681240757525994,-1.0681240757525994,USD/JPY
2021-11-25 03:00:00-05:00,-1.0,1.12231,1.1232767553994738,1.1194097338015783,1.1232767553994738,stop,5,False,False,0.0008613978307899638,0.11229904708366359,-1.0,-1.1122990470836636,-1.1122990470836636,EUR/USD
2021-11-25 11:00:00-05:00,1.0,115.374,115.29831479472551,115.60105561582344,115.29831479472551,stop,1,False,False,0.0006559987976015555,0.22563657187734334,-1.0,-1.2256365718773434,-1.2256365718773434,USD/JPY
2021-11-26 07:00:00-05:00,1.0,1.12916,1.12741,1.1344099999999997,1.12741,stop,5,False,False,0.001549824648411136,0.062307511407892674,-1.0,-1.0623075114078926,-1.0623075114078926,EUR/USD
2021-11-26 07:00:00-05:00,-1.0,113.862,114.209,112.82099999999997,112.82099999999997,target,12,False,False,0.0030475487871283523,0.034490838715376955,3.0,2.965509161284623,2.965509161284623,USD/JPY
2021-11-30 07:00:00-05:00,1.0,1.13544,1.134007598090277,1.1397372057291688,1.134007598090277,stop,1,False,False,0.001261539059503748,0.07640573739605079,-1.0,-1.0764057373960507,-1.0764057373960507,EUR/USD
2021-11-30 07:00:00-05:00,1.0,113.523,112.542,116.46599999999998,113.633,time,80,False,False,0.008641420681271588,0.012204017574853197,0.11213047910295622,0.09992646152810303,0.09992646152810303,USD/JPY
2021-11-30 11:00:00-05:00,-1.0,1.13103,1.1336999733382598,1.1230200799852206,1.1336999733382598,stop,1,False,False,0.0023606565150878413,0.040886898404573074,-1.0,-1.0408868984045732,-1.0408868984045732,EUR/USD
2021-12-02 07:00:00-05:00,1.0,1779.405,1775.0340279359236,1792.517916192229,1775.0340279359236,stop,1,False,False,0.00245642339100786,0.1156129832841214,-1.0,-1.1156129832841213,-1.1156129832841213,XAU/USD
